id	gold standard passage	top_1	top_3	top_5
550	[33499189]	8903143	8903143;5914739;34905328	8903143;5914739;34905328;9283422;41982985
553	[1471041]	1471041	1471041;27772649;21060008	1471041;27772649;21060008;10675756;14340571
555	[1049501]	14853989	14853989;43054703;9878167	14853989;43054703;9878167;42873134;1049501
557	[1049501]	1049501	1049501;20456030;42873134	1049501;20456030;42873134;13106686;44693226
559	[3475317]	2506153	2506153;22852120;6501747	2506153;22852120;6501747;10190778;5377059
562	[20101846]	20101846	20101846;5152028;56391045	20101846;5152028;56391045;28419824;28247027
563	[2867345]	2867345	2867345;25355575;752423	2867345;25355575;752423;29253460;39368721
564	[2867345]	2867345	2867345;29253460;8780599	2867345;29253460;8780599;25355575;39368721
565	[16120395]	16120395	16120395;12922760;46346525	16120395;12922760;46346525;15551129;516867
566	[16120395]	16120395	16120395;26596106;46346525	16120395;26596106;46346525;15551129;12922760
568	[23418635]	23418635	23418635;6441369;20524091	23418635;6441369;20524091;4462419;4423327
570	[20333864]	20333864	20333864;24249915;22975806	20333864;24249915;22975806;15832146;20839751
571	[20333864]	20333864	20333864;24249915;22975806	20333864;24249915;22975806;20839751;15832146
572	[4447055]	8596357	8596357;72159;11784947	8596357;72159;11784947;13231899;7224723
573	[10300888]	10300888	10300888;7643848;9704467	10300888;7643848;9704467;34074902;21425864
574	[10300888]	10300888	10300888;7643848;32638085	10300888;7643848;32638085;39462488;9704467
576	[4468861]	4468861	4468861;8994465;15128866	4468861;8994465;15128866;14863011;32787042
579	[34139429]	37029185	37029185;9622258;34139429	37029185;9622258;34139429;19675911;8509018
580	[23460562]	23460562	23460562;1336292;17463549	23460562;1336292;17463549;14500725;3788528
582	[14260013]	14260013	14260013;708425;29023309	14260013;708425;29023309;20864487;31560225
584	[14260013]	14260013	14260013;708425;43378932	14260013;708425;43378932;29023309;20864487
585	[42291761]	8428935	8428935;2575938;42291761	8428935;2575938;42291761;41233511;21459247
588	[16999023]	7142113	7142113;42855554;2296264	7142113;42855554;2296264;25516011;2559303
590	[10984005]	10984005	10984005;1068106;752423	10984005;1068106;752423;1831916;5698494
591	[14682243]	14682243	14682243;6309659;45457778	14682243;6309659;45457778;32463364;13934676
592	[14682243]	14682243	14682243;6309659;32463364	14682243;6309659;32463364;45457778;13934676
594	[19675911]	19675911	19675911;20945963;31889025	19675911;20945963;31889025;36355784;8509018
595	[4824840]	4824840	4824840;3776162;17023584	4824840;3776162;17023584;5596332;52827184
600	[12258338]	12258338	12258338;42404093;583260	12258338;42404093;583260;11254040;29845974
601	[12258338]	12258338	12258338;42404093;583260	12258338;42404093;583260;11254040;29845974
602	[3701541]	26735905	26735905;25576204;31882215	26735905;25576204;31882215;10463997;8425533
603	[6540064]	6540064	6540064;7757997;33118292	6540064;7757997;33118292;9814332;28517384
606	[712078]	20732789	20732789;9159125;2443495	20732789;9159125;2443495;6923961;24828165
607	[4506414]	4506414	4506414;30058568;12549585	4506414;30058568;12549585;30639847;4890578
609	[40096222]	21439293	21439293;17023584;35651106	21439293;17023584;35651106;4664540;7975937
610	[40096222]	14644164	14644164;21439293;17023584	14644164;21439293;17023584;5785219;35651106
611	[32408470]	32408470	32408470;4319174;17933691	32408470;4319174;17933691;36838958;970012
612	[9638032]	9638032	9638032;21598000;16056410	9638032;21598000;16056410;11983390;34498093
614	[9638032]	9638032	9638032;33911859;7549811	9638032;33911859;7549811;28369117;36830715
615	[9638032]	9638032	9638032;33911859;7549811	9638032;33911859;7549811;28369117;23702805
616	[18670]	17911973	17911973;22317868;8892905	17911973;22317868;8892905;24896957;11255504
617	[18670]	17911973	17911973;11255504;22317868	17911973;11255504;22317868;8892905;21551568
618	[6836086]	24541180	24541180;87986426;5914739	24541180;87986426;5914739;8903143;24706198
620	[2565138]	6673421	6673421;21258863;9929089	6673421;21258863;9929089;9122283;7552215
621	[1642727]	1642727	1642727;4407385;15041758	1642727;4407385;15041758;2028532;37156349
622	[17000834]	25599283	25599283;12074066;3034412	25599283;12074066;3034412;18557974;4462079
624	[20033112]	20033112	20033112;21676556;6082738	20033112;21676556;6082738;8790729;39465575
625	[20033112]	20033112	20033112;21676556;14198646	20033112;21676556;14198646;20960682;7005276
626	[16355392]	16355392	16355392;22241778;10574949	16355392;22241778;10574949;21369472;41599676
631	[5468807]	5468807	5468807;9211173;2727303	5468807;9211173;2727303;33370;9638032
632	[5172048]	5172048	5172048;9507605;16280642	5172048;9507605;16280642;28195565;7583725
633	[5172048]	5172048	5172048;9507605;1800734	5172048;9507605;1800734;16280642;28195565
635	[1686997]	1686997	1686997;25513319;14198646	1686997;25513319;14198646;30303335;3153673
638	[25649714]	25649714	25649714;6129301;73473433	25649714;6129301;73473433;31019903;31612088
640	[6503185]	6503185	6503185;25499612;8373753	6503185;25499612;8373753;2460304;40900567
642	[13619127]	13619127	13619127;24921368;120626	13619127;24921368;120626;36799998;41298619
643	[15535511]	17150648	17150648;2481032;6076903	17150648;2481032;6076903;1070920;15535511
645	[12810152]	21636085	21636085;33409100;11705328	21636085;33409100;11705328;37424881;12810152
646	[12810152]	33409100	33409100;21636085;11705328	33409100;21636085;11705328;37424881;12810152
647	[15041758]	19945096	19945096;15041758;6334188	19945096;15041758;6334188;44409062;6767133
648	[15041758]	44409062	44409062;19945096;15041758	44409062;19945096;15041758;6334188;6767133
650	[12789595]	13771184	13771184;3202143;12789595	13771184;3202143;12789595;36799998;1283401
651	[9433958]	9433958	9433958;10559501;4402497	9433958;10559501;4402497;30437264;38376189
652	[9433958]	9433958	9433958;10559501;30437264	9433958;10559501;30437264;4402497;38376189
653	[24384587]	21372171	21372171;5979056;24384587	21372171;5979056;24384587;28149602;25183830
654	[57574395]	57574395	57574395;4407385;6961811	57574395;4407385;6961811;4459491;20943272
655	[57574395]	57574395	57574395;4407385;6961811	57574395;4407385;6961811;4459491;20943272
657	[8533245]	8533245	8533245;37643601;35612665	8533245;37643601;35612665;15716328;26108767
658	[5293024]	5293024	5293024;7454794;14803797	5293024;7454794;14803797;5939172;2138767
661	[37204802]	37204802	37204802;27134931;12225214	37204802;27134931;12225214;29788648;16217855
662	[37204802]	37204802	37204802;1103795;40901687	37204802;1103795;40901687;350542;2831620
663	[22080671]	22080671	22080671;15879931;8446259	22080671;15879931;8446259;5979056;7711685
665	[12580014]	12580014	12580014;13989491;25738896	12580014;13989491;25738896;29785642;39559521
666	[4469125]	4469125	4469125;1070920;45154987	4469125;1070920;45154987;32250572;2225918
667	[6493422]	6493422	6493422;22153455;44724517	6493422;22153455;44724517;14407673;33068577
668	[6493422, 25148216]	25148216	25148216;22150633;1630949	25148216;22150633;1630949;18489989;26873988
669	[6493422, 25148216]	25148216	25148216;22150633;1630949	25148216;22150633;1630949;6446747;18489989
670	[5573975]	5573975	5573975;25928548;40349336	5573975;25928548;40349336;12130690;6076903
671	[5573975]	5573975	5573975;25928548;40349336	5573975;25928548;40349336;6076903;39291138
672	[15635366]	15635366	15635366;1791637;13777706	15635366;1791637;13777706;19572798;3829232
673	[2095573]	2095573	2095573;9814332;15360986	2095573;9814332;15360986;5612738;6540064
676	[857189]	11250124	11250124;9796495;4350400	11250124;9796495;4350400;22190276;32532238
677	[857189]	11250124	11250124;8006440;9796495	11250124;8006440;9796495;4350400;22190276
679	[13639330]	4162857	4162857;4393153;23269537	4162857;4393153;23269537;7860396;4411760
680	[9315213]	6227220	6227220;23397658;9315213	6227220;23397658;9315213;2832403;14823313
681	[9315213]	9315213	9315213;970012;17421851	9315213;970012;17421851;7373453;13923069
682	[9315213]	9315213	9315213;23397658;1840993	9315213;23397658;1840993;6227220;2832403
683	[9315213]	9315213	9315213;7373453;970012	9315213;7373453;970012;13923069;17421851
685	[4452659]	4452659	4452659;34747208;22544171	4452659;34747208;22544171;25036988;37608303
686	[4452659]	797114	797114;4701662;7643848	797114;4701662;7643848;37608303;10518721
687	[4452659]	4452659	4452659;10518721;34747208	4452659;10518721;34747208;22544171;4701662
688	[4452659]	4452659	4452659;34747208;22544171	4452659;34747208;22544171;25036988;37608303
689	[22080671]	25238950	25238950;4381486;18953920	25238950;4381486;18953920;3848469;23639838
694	[1071991]	1071991	1071991;8182950;10190778	1071991;8182950;10190778;27567994;24998637
696	[16355392]	27545868	27545868;4423401;2405259	27545868;4423401;2405259;5106691;21369472
698	[22544171]	22544171	22544171;15692098;34747208	22544171;15692098;34747208;14178995;834336
703	[4350400]	16557565	16557565;38675228;19950357	16557565;38675228;19950357;4350400;20402596
704	[14658685]	18924534	18924534;18276599;43711341	18924534;18276599;43711341;9655347;13790144
705	[22442133]	33912748	33912748;24269361;22442133	33912748;24269361;22442133;21636085;3866315
709	[22442133]	22442133	22442133;24269361;33912748	22442133;24269361;33912748;3866315;25974070
710	[22442133]	33912748	33912748;24269361;22442133	33912748;24269361;22442133;3866315;25974070
713	[18421962]	15635366	15635366;42314147;6828370	15635366;42314147;6828370;2000038;20028729
714	[18421962]	15635366	15635366;6828370;2000038	15635366;6828370;2000038;20028729;16550075
717	[17587795]	17587795	17587795;175735;22038539	17587795;175735;22038539;4305576;23208167
724	[5531479]	5531479	5531479;4389252;8396189	5531479;4389252;8396189;4350400;16128711
726	[7521113, 36444198]	22406695	22406695;7521113;14492339	22406695;7521113;14492339;12370881;36444198
730	[13400643]	8548635	8548635;15215393;13400643	8548635;15215393;13400643;15803282;6455142
732	[34469966]	33634749	33634749;15551129;37768883	33634749;15551129;37768883;25148216;34016987
733	[34469966]	33634749	33634749;15551129;37768883	33634749;15551129;37768883;25148216;34016987
734	[4961038]	4961038	4961038;2272614;4920376	4961038;2272614;4920376;85665741;28334217
736	[5389095]	5389095	5389095;19482914;13573143	5389095;19482914;13573143;20943272;8856690
737	[16562534, 6609935]	4417558	4417558;6609935;1539159	4417558;6609935;1539159;16562534;3506723
738	[16562534, 6609935, 33912020]	4417558	4417558;6609935;16562534	4417558;6609935;16562534;3506723;29073751
739	[4446814]	1684489	1684489;29863668;14205246	1684489;29863668;14205246;16242975;8087082
740	[23078022]	23078022	23078022;83308790;39424916	23078022;83308790;39424916;9956893;27093166
745	[11291348]	11291348	11291348;9680193;21562657	11291348;9680193;21562657;14637235;21307488
746	[11291348]	11291348	11291348;21307488;14637235	11291348;21307488;14637235;12225214;9680193
747	[11291348]	11291348	11291348;21562657;12225214	11291348;21562657;12225214;29557235;6422576
748	[11291348]	11291348	11291348;12225214;29557235	11291348;12225214;29557235;6422576;4389394
749	[13868795]	40608679	40608679;28006126;35651106	40608679;28006126;35651106;6123924;23804187
751	[19800147]	19800147	19800147;14768471;3588621	19800147;14768471;3588621;4435369;1905095
752	[19800147]	19800147	19800147;14768471;3588621	19800147;14768471;3588621;17209919;4435369
753	[1173667]	40900567	40900567;8593263;3770726	40900567;8593263;3770726;3929361;20999249
755	[17844478]	31933981	31933981;10494012;7451018	31933981;10494012;7451018;23122306;25315295
757	[17123657]	33499189	33499189;17123657;2617858	33499189;17123657;2617858;2714623;8246090
758	[14195528]	3095620	3095620;1391126;27815697	3095620;1391126;27815697;41239107;14195528
760	[1805641]	1805641	1805641;3929361;13899137	1805641;3929361;13899137;13948920;12409683
761	[10009203]	41644178	41644178;7997337;1964163	41644178;7997337;1964163;33986200;980008
762	[4695046]	39059143	39059143;21884449;14395738	39059143;21884449;14395738;5912283;20188586
764	[7552215]	11481946	11481946;4353857;1831916	11481946;4353857;1831916;7627167;13441037
765	[7552215]	23397658	23397658;11481946;22635278	23397658;11481946;22635278;583260;22534357
766	[7552215]	22057077	22057077;23397658;11481946	22057077;23397658;11481946;22635278;583260
767	[2488880]	2488880	2488880;20526907;29253460	2488880;20526907;29253460;33835579;15984735
771	[15476777]	15476777	15476777;2492146;20606520	15476777;2492146;20606520;9929089;7165938
772	[24922825]	24922825	24922825;152245;21150010	24922825;152245;21150010;8883846;4373433
774	[32275758]	27635177	27635177;12552297;3173489	27635177;12552297;3173489;11569583;23599024
776	[32275758]	27635177	27635177;12552297;3173489	27635177;12552297;3173489;11569583;23599024
777	[32275758]	27635177	27635177;12552297;3173489	27635177;12552297;3173489;11569583;23599024
778	[13001323]	13001323	13001323;14116046;2481032	13001323;14116046;2481032;6227220;10889845
779	[13001323]	13001323	13001323;2481032;6227220	13001323;2481032;6227220;43192375;10889845
780	[8246922, 24338780]	40632104	40632104;8246922;6270720	40632104;8246922;6270720;24338780;51952430
782	[8246922]	7155555	7155555;8246922;39084565	7155555;8246922;39084565;29015485;19130782
787	[4740447]	4740447	4740447;4393153;21186109	4740447;4393153;21186109;1569031;25543207
788	[4740447]	4740447	4740447;4393153;25543207	4740447;4393153;25543207;21186109;1569031
789	[15493354]	15889329	15889329;15493354;17991818	15889329;15493354;17991818;17438862;16863359
790	[15493354]	17438862	17438862;15889329;17991818	17438862;15889329;17991818;16863359;15493354
791	[15984735]	15984735	15984735;23785605;14566771	15984735;23785605;14566771;8672737;38369817
792	[3610080]	3610080	3610080;17779800;72580164	3610080;17779800;72580164;27711043;3662510
795	[8551160]	27693891	27693891;8425533;3107733	27693891;8425533;3107733;5254463;8551160
797	[8551160]	18678095	18678095;4701662;20456030	18678095;4701662;20456030;27693891;8425533
798	[8551160]	14767844	14767844;8425533;8551160	14767844;8425533;8551160;3107733;14835068
799	[5293024]	5293024	5293024;7454794;5939172	5293024;7454794;5939172;2138767;13230773
801	[22180793]	22180793	22180793;4373433;7177329	22180793;4373433;7177329;4421578;36642096
802	[22180793]	22180793	22180793;4373433;36642096	22180793;4373433;36642096;3727986;4421578
803	[22180793]	22180793	22180793;4373433;7177329	22180793;4373433;7177329;4421578;25543207
804	[22180793]	22180793	22180793;4373433;6550579	22180793;4373433;6550579;27772649;17188921
807	[36606083]	36606083	36606083;25787749;19974105	36606083;25787749;19974105;31514338;14180217
810	[13513790]	22186938	22186938;25041967;14337960	22186938;25041967;14337960;27647593;19951373
812	[19799455]	19799455	19799455;17081238;5409325	19799455;17081238;5409325;8698208;5107861
813	[33387953]	33387953	33387953;21307488;14241418	33387953;21307488;14241418;13329980;15322518
815	[8148304]	8148304	8148304;23604601;19255949	8148304;23604601;19255949;33370;711256
816	[8148304]	8148304	8148304;23604601;7662206	8148304;23604601;7662206;19255949;11887584
817	[17814815]	45487164	45487164;27731651;35467590	45487164;27731651;35467590;25789730;17814815
818	[17814815]	45487164	45487164;14767844;7840442	45487164;14767844;7840442;35467590;17814815
822	[15319019]	2319305	2319305;15319019;6426919	2319305;15319019;6426919;25014337;9505402
825	[15319019]	2319305	2319305;15319019;6426919	2319305;15319019;6426919;25014337;2272614
826	[4678846]	26025370	26025370;140098548;4700428	26025370;140098548;4700428;4678846;7821634
828	[4678846]	4700428	4700428;26025370;7821634	4700428;26025370;7821634;14584755;3669694
835	[15928989]	15928989	15928989;1780819;6121668	15928989;1780819;6121668;25263942;16346504
838	[15928989]	45166582	45166582;23286603;11557602	45166582;23286603;11557602;15928989;14803797
840	[15663829]	34054472	34054472;3912660;24150328	34054472;3912660;24150328;5567005;68317730
841	[15663829]	34054472	34054472;3912660;24150328	34054472;3912660;24150328;68317730;26107000
844	[17741440]	17741440	17741440;11328820;30041340	17741440;11328820;30041340;9878167;14853989
846	[22696649]	22696649	22696649;2692522;28015516	22696649;2692522;28015516;16962732;83667891
848	[14500725]	14500725	14500725;6085365;3662510	14500725;6085365;3662510;9274291;409280
853	[24922825]	24922825	24922825;152245;8883846	24922825;152245;8883846;10494012;4373433
854	[12206390]	12206390	12206390;4506414;25562234	12206390;4506414;25562234;31889025;54490092
855	[8190282]	8190282	8190282;40867854;14361849	8190282;40867854;14361849;19464037;13843341
856	[43334921]	878526	878526;6407356;10071590	878526;6407356;10071590;5836;17438862
857	[43334921]	1227277	1227277;40127292;18473550	1227277;40127292;18473550;17438862;4320424
858	[1982286]	12315072	12315072;22049489;9076196	12315072;22049489;9076196;1982286;13048272
860	[16066726]	16066726	16066726;8698857;3475317	16066726;8698857;3475317;38023457;21258863
861	[16066726]	16066726	16066726;3475317;21258863	16066726;3475317;21258863;38830961;40963697
863	[20568364, 16361581]	16361581	16361581;16086778;20568364	16361581;16086778;20568364;17917408;85326624
866	[37822406]	4457834	4457834;15803282;3360421	4457834;15803282;3360421;10546779;14192687
867	[14340571]	14340571	14340571;10675756;26735018	14340571;10675756;26735018;21956124;30041895
871	[195689316]	43220289	43220289;11414664;37029185	43220289;11414664;37029185;32421068;24347647
876	[195689316]	43220289	43220289;37029185;32421068	43220289;37029185;32421068;15041758;1831916
877	[313394]	3095620	3095620;313394;6431384	3095620;313394;6431384;14437255;8524891
881	[14803797]	14803797	14803797;6327940;33684572	14803797;6327940;33684572;12709184;6793674
883	[14803797]	14803797	14803797;6327940;33684572	14803797;6327940;33684572;12709184;6793674
884	[14803797]	14803797	14803797;33684572;12709184	14803797;33684572;12709184;44624045;6793674
885	[6477536]	6477536	6477536;7613033;9754530	6477536;7613033;9754530;9967265;7098463
886	[6477536]	6477536	6477536;9754530;9967265	6477536;9754530;9967265;7098463;6112053
890	[2097256]	15670968	15670968;8665891;10300888	15670968;8665891;10300888;457630;39984099
891	[2097256]	15670968	15670968;8665891;10300888	15670968;8665891;10300888;39984099;18816720
893	[13509809]	13509809	13509809;23727313;38899659	13509809;23727313;38899659;25419778;2014909
894	[14724693]	37562370	37562370;22505710;58050905	37562370;22505710;58050905;33912748;1044552
895	[18750453]	18750453	18750453;24269361;19487477	18750453;24269361;19487477;25938221;41915616
896	[14338915]	16686383	16686383;14338915;21425864	16686383;14338915;21425864;26625002;10189634
897	[14338915]	16686383	16686383;14338915;21425864	16686383;14338915;21425864;30675656;2356950
898	[13106686, 5572127]	41337677	41337677;1049501;19688024	41337677;1049501;19688024;7968532;40044800
899	[13106686, 5572127]	1049501	1049501;7968532;41337677	1049501;7968532;41337677;40044800;19688024
900	[18678095]	7005276	7005276;33912020;4306711	7005276;33912020;4306711;14496749;19922508
901	[6540064]	6540064	6540064;33118292;7757997	6540064;33118292;7757997;46277811;8997410
902	[10648422]	10648422	10648422;37762357;22406695	10648422;37762357;22406695;5372773;26068103
908	[6923961]	6923961	6923961;6945691;11915280	6923961;6945691;11915280;14332945;39758684
909	[11254556]	11254556	11254556;10666475;6625693	11254556;10666475;6625693;22800314;14188138
910	[11254556]	11254556	11254556;22800314;14188138	11254556;22800314;14188138;24632480;14893428
912	[11254556]	11254556	11254556;14188138;17967608	11254556;14188138;17967608;37205759;20128547
916	[18037805]	463309	463309;10786948;24541180	463309;10786948;24541180;1631583;25462689
917	[34071621]	34071621	34071621;15176526;469066	34071621;15176526;469066;16364639;6828370
919	[16422880]	16422880	16422880;26067999;7639744	16422880;26067999;7639744;12145359;34369306
923	[17077004]	17077004	17077004;24596228;2758012	17077004;24596228;2758012;25134146;28821565
925	[17077004]	17077004	17077004;22414304;25134146	17077004;22414304;25134146;20491205;2058909
926	[16390264]	16390264	16390264;5641851;42404093	16390264;5641851;42404093;5372432;10374686
927	[16390264]	16390264	16390264;5641851;42404093	16390264;5641851;42404093;5372432;10374686
928	[18174210]	18174210	18174210;2460304;25420421	18174210;2460304;25420421;13959707;17168045
929	[18174210]	18174210	18174210;2460304;25420421	18174210;2460304;25420421;13959707;17168045
930	[16056514]	16056514	16056514;44830890;52874170	16056514;44830890;52874170;5260382;24770122
933	[14711483]	14711483	14711483;29947146;2360905	14711483;29947146;2360905;10761515;23349986
934	[8563659]	8563659	8563659;28821565;3512154	8563659;28821565;3512154;24082820;45461275
935	[5483793]	5483793	5483793;42693833;18237384	5483793;42693833;18237384;994800;23122306
938	[26231129]	6421792	6421792;18682109;25895285	6421792;18682109;25895285;6491532;31902335
939	[26231129]	9929089	9929089;25895285;2272614	9929089;25895285;2272614;17462437;9505402
940	[12258338]	21260231	21260231;12258338;16495649	21260231;12258338;16495649;13843341;1259359
941	[12258338]	12258338	12258338;21260231;16495649	12258338;21260231;16495649;13843341;1259359
942	[11527199]	7034001	7034001;16737210;5597586	7034001;16737210;5597586;21859699;14647747
944	[1642727]	1642727	1642727;45336190;4407385	1642727;45336190;4407385;10190462;37156349
945	[8428935, 26112696, 4463588, 13083189]	18537148	18537148;11201004;13230773	18537148;11201004;13230773;52865789;12224536
946	[8428935, 26112696, 4463588, 13083189]	18537148	18537148;11201004;13230773	18537148;11201004;13230773;52865789;12224536
949	[13578199]	41493639	41493639;16905344;37204802	41493639;16905344;37204802;5172048;13083189
951	[21414718]	21414718	21414718;4422723;26047921	21414718;4422723;26047921;2727303;4340358
952	[3355397]	3355397	3355397;31229233;24581365	3355397;31229233;24581365;12009265;4828631
953	[3355397]	3355397	3355397;31229233;4959368	3355397;31229233;4959368;9831859;10430148
954	[3355397]	3355397	3355397;31229233;24581365	3355397;31229233;24581365;12009265;10024681
955	[2078658, 30507607]	4896726	4896726;23208167;11011905	4896726;23208167;11011905;9732010;18998807
959	[8780599]	8780599	8780599;6525844;75636923	8780599;6525844;75636923;202259;5698494
962	[13931771, 935538, 4306711]	935538	935538;20018321;4306711	935538;20018321;4306711;13931771;16242975
963	[4162857, 29828242]	21330280	21330280;4067274;7860396	21330280;4067274;7860396;946756;13384318
964	[4162857, 29828242]	21330280	21330280;4067274;7860396	21330280;4067274;7860396;946756;13384318
965	[40817021]	2820454	2820454;40817021;25822299	2820454;40817021;25822299;4164929;32322418
969	[19356271, 17368516]	15077696	15077696;11401602;17368516	15077696;11401602;17368516;41314611;28904104
970	[19356271, 17368516]	15077696	15077696;11401602;41314611	15077696;11401602;41314611;17368516;28904104
972	[46695481, 27873158, 28617573, 9764256]	27446873	27446873;46695481;829646	27446873;46695481;829646;6561200;23136735
973	[27446873, 27873158, 28617573, 9764256]	27446873	27446873;6561200;27873158	27446873;6561200;27873158;829646;28617573
976	[5304891]	34378726	34378726;3475317;29509926	34378726;3475317;29509926;343052;20722510
977	[14075252, 39264456]	8702697	8702697;120626;29509926	8702697;120626;29509926;6397191;13798951
978	[14075252]	8702697	8702697;120626;29509926	8702697;120626;29509926;21382907;6144969
979	[11659421]	11659421	11659421;16630060;40349336	11659421;16630060;40349336;7492250;4457834
980	[20128547]	20128547	20128547;2335873;4447055	20128547;2335873;4447055;6153754;39532074
984	[6828370]	6828370	6828370;16364639;34071621	6828370;16364639;34071621;15113221;13964633
988	[3033830]	1383826	1383826;27900414;16686383	1383826;27900414;16686383;3153673;4411760
989	[9988425]	9988425	9988425;23262027;12742164	9988425;23262027;12742164;19756935;9675944
990	[16472469]	16472469	16472469;4899981;4926049	16472469;4899981;4926049;4319844;4444861
992	[16472469]	16472469	16472469;38131471;9038803	16472469;38131471;9038803;6812319;4418878
994	[16472469]	16472469	16472469;6710699;19522248	16472469;6710699;19522248;37762357;13791206
996	[16472469]	16472469	16472469;38131471;28697248	16472469;38131471;28697248;49432306;11568270
997	[16472469]	16472469	16472469;20420780;21793890	16472469;20420780;21793890;14178995;27635177
998	[16472469]	16472469	16472469;21793890;14178995	16472469;21793890;14178995;10015292;27635177
999	[16472469]	16472469	16472469;6710699;19522248	16472469;6710699;19522248;39637840;24498673
1000	[16472469]	25842866	25842866;26607366;16472469	25842866;26607366;16472469;7468449;18639989
1001	[5702790]	5702790	5702790;23913146;4418112	5702790;23913146;4418112;22623275;29107180
1002	[13639330]	24624992	24624992;11328820;43419566	24624992;11328820;43419566;30041340;13011249
1003	[14332945, 4319844, 4899981]	14332945	14332945;8577229;4899981	14332945;8577229;4899981;4401289;12086599
1004	[301838, 2734421, 3952288]	3952288	3952288;39559521;2734421	3952288;39559521;2734421;13989491;20155713
1005	[301838, 2734421, 3952288]	3952288	3952288;39559521;2734421	3952288;39559521;2734421;13989491;20155713
1006	[4926049]	4926049	4926049;7848113;40721190	4926049;7848113;40721190;35231675;10247314
1008	[2547636]	14105446	14105446;4380451;19799455	14105446;4380451;19799455;20279166;4380287
1009	[1982286]	1982286	1982286;13048272;12315072	1982286;13048272;12315072;16364639;9076196
1011	[9745001]	9745001	9745001;26026009;6751418	9745001;26026009;6751418;43122426;37912677
1015	[6277638]	6277638	6277638;6690087;34760396	6277638;6690087;34760396;15615957;24632480
1016	[6277638]	6277638	6277638;10557471;15615957	6277638;10557471;15615957;34760396;18557974
1018	[11603066]	1225513	1225513;11603066;39859981	1225513;11603066;39859981;4362729;196664003
1023	[16927286]	16927286	16927286;23342686;22482024	16927286;23342686;22482024;39729277;30261663
1025	[32408470]	32408470	32408470;36838958;17933691	32408470;36838958;17933691;4319174;970012
1026	[3113630]	3113630	3113630;22185730;22500262	3113630;22185730;22500262;6157371;21307488
1027	[3113630]	3113630	3113630;22185730;16686383	3113630;22185730;16686383;12640810;24721866
1028	[13923140, 11899391]	11899391	11899391;13923140;36642096	11899391;13923140;36642096;24069089;7115651
1030	[6441369]	4462419	4462419;6441369;23418635	4462419;6441369;23418635;14923462;3882374
1031	[12486491]	12486491	12486491;22358449;24863571	12486491;22358449;24863571;935538;18987782
1032	[6836086]	24541180	24541180;5914739;87986426	24541180;5914739;87986426;34905328;8903143
1033	[6836086]	24541180	24541180;5914739;87986426	24541180;5914739;87986426;34905328;8903143
1034	[4547102]	15803282	15803282;4547102;18998807	15803282;4547102;18998807;14225271;8185080
1035	[4547102]	15803282	15803282;4547102;18998807	15803282;4547102;18998807;8185080;14225271
1036	[4547102]	15803282	15803282;8185080;4547102	15803282;8185080;4547102;14225271;86129154
1037	[16287725]	16287725	16287725;1630949;8290760	16287725;1630949;8290760;31882215;22150633
1038	[16287725]	16287725	16287725;1630949;8290760	16287725;1630949;8290760;31882215;18998807
1040	[25254425, 16626264]	9451052	9451052;5966635;11844791	9451052;5966635;11844791;25254425;18038955
1042	[17421851]	17421851	17421851;7711685;7373453	17421851;7711685;7373453;13923069;25050364
1043	[17671145]	17671145	17671145;22180793;27167110	17671145;22180793;27167110;14116046;3203590
1044	[22500262]	22500262	22500262;11565780;4587978	22500262;11565780;4587978;26099680;11968641
1045	[22500262]	22500262	22500262;13277039;11565780	22500262;13277039;11565780;3805841;4587978
1046	[418246, 4324278, 16712164]	12486491	12486491;22482024;12240507	12486491;22482024;12240507;24737389;18987782
1047	[14706752]	368506	368506;14706752;9315213	368506;14706752;9315213;207972;16745747
1048	[12486491]	24737389	24737389;7487927;8925851	24737389;7487927;8925851;24450344;11935250
1050	[19878070]	26000593	26000593;19878070;11246427	26000593;19878070;11246427;16812091;17482507
1052	[18816720]	2097256	2097256;129199129;6766459	2097256;129199129;6766459;3716075;18816720
1053	[18816720]	2097256	2097256;129199129;3716075	2097256;129199129;3716075;6766459;18816720
1054	[10072941]	10072941	10072941;2522977;40790033	10072941;2522977;40790033;39368721;11939159
1055	[13906581]	13906581	13906581;3776162;16495649	13906581;3776162;16495649;21323587;39059143
1056	[4200695]	4200695	4200695;38493521;44586415	4200695;38493521;44586415;42950029;11933721
1058	[13027590]	13027590	13027590;32462603;12561083	13027590;32462603;12561083;3190689;42185082
1065	[20418809]	20418809	20418809;16660256;25419778	20418809;16660256;25419778;4326318;20186814
1067	[4429668]	15659108	15659108;15305881;16217855	15659108;15305881;16217855;799586;29098525
1068	[4429668]	15659108	15659108;799586;15305881	15659108;799586;15305881;29098525;16217855
1069	[4200695]	4200695	4200695;53779698;2028532	4200695;53779698;2028532;4164929;17691617
1070	[25649714]	6129301	6129301;154243324;33135135	6129301;154243324;33135135;25822299;31019903
1072	[4824840]	4824840	4824840;3776162;22153455	4824840;3776162;22153455;5596332;3878434
1073	[4824840]	4824840	4824840;3776162;5596332	4824840;3776162;5596332;3878434;22153455
1074	[14658685]	14658685	14658685;16167746;19572798	14658685;16167746;19572798;5373138;23244529
1075	[14658685]	14658685	14658685;16167746;19572798	14658685;16167746;19572798;5373138;23244529
1081	[5691302]	5691302	5691302;13831842;25973484	5691302;13831842;25973484;1428840;16701509
