id	gold standard passage	top_1	top_3	top_5
553	[1471041]	1471041	1471041;14340571;25571386	1471041;14340571;25571386;21060008;3828508
555	[1049501]	9977329	9977329;8025177;935034	9977329;8025177;935034;24552097;35256900
557	[1049501]	1049501	1049501;1991105;9977329	1049501;1991105;9977329;14663842;20459964
559	[3475317]	13952658	13952658;23388442;14692646	13952658;23388442;14692646;26702468;28783084
562	[20101846]	20101846	20101846;24721347;33203108	20101846;24721347;33203108;154050141;23369842
563	[2867345]	27466734	27466734;6793674;16233471	27466734;6793674;16233471;7454794;15984735
564	[2867345]	27466734	27466734;6793674;16233471	27466734;6793674;16233471;7454794;15984735
565	[16120395]	16120395	16120395;15551129;25937484	16120395;15551129;25937484;26064942;13613916
566	[16120395]	16120395	16120395;15551129;25937484	16120395;15551129;25937484;13613916;8210189
568	[23418635]	39801095	39801095;87610599;22530842	39801095;87610599;22530842;22150633;13777138
570	[20333864]	20333864	20333864;11861374;13952658	20333864;11861374;13952658;25973484;2130391
571	[20333864]	20333864	20333864;11861374;25973484	20333864;11861374;25973484;2130391;16098747
572	[4447055]	25124117	25124117;12622860;16572581	25124117;12622860;16572581;40476126;13400643
573	[10300888]	10300888	10300888;13613916;8210189	10300888;13613916;8210189;4414481;23604601
574	[10300888]	10300888	10300888;13613916;8210189	10300888;13613916;8210189;4414481;23604601
576	[4468861]	1900152	1900152;13398997;24069089	1900152;13398997;24069089;52180874;14657344
579	[34139429]	24408040	24408040;20945963;6729465	24408040;20945963;6729465;22530842;37029185
580	[23460562]	6441369	6441369;7808055;1336292	6441369;7808055;1336292;4462419;3662510
582	[14260013]	24943534	24943534;14260013;23915841	24943534;14260013;23915841;14806256;20996244
584	[14260013]	24943534	24943534;14260013;23915841	24943534;14260013;23915841;14806256;20996244
585	[42291761]	21459247	21459247;42291761;103007	21459247;42291761;103007;4828631;80522346
588	[16999023]	40558887	40558887;2296264;45875990	40558887;2296264;45875990;23124332;22705234
590	[10984005]	10984005	10984005;9822397;980196	10984005;9822397;980196;12206390;9617381
591	[14682243]	14682243	14682243;21274919;13934676	14682243;21274919;13934676;32463364;45457778
592	[14682243]	14682243	14682243;21274919;13934676	14682243;21274919;13934676;32463364;45457778
594	[19675911]	20945963	20945963;22530842;37029185	20945963;22530842;37029185;31889025;19675911
595	[4824840]	4824840	4824840;19419439;52827184	4824840;19419439;52827184;25121903;17023584
600	[12258338]	42404093	42404093;12258338;583260	42404093;12258338;583260;31612088;38799797
601	[12258338]	42404093	42404093;12258338;583260	42404093;12258338;583260;31612088;38799797
602	[3701541]	7228140	7228140;24349992;10463997	7228140;24349992;10463997;11903247;26735905
603	[6540064]	5612738	5612738;5531479;2095573	5612738;5531479;2095573;11868606;9814332
606	[712078]	327319	327319;4303075;4422734	327319;4303075;4422734;6280907;12265561
607	[4506414]	30058568	30058568;30639847;25515907	30058568;30639847;25515907;14121786;54490092
609	[40096222]	23388442	23388442;14692646;28783084	23388442;14692646;28783084;4423203;32742683
610	[40096222]	23388442	23388442;14692646;28783084	23388442;14692646;28783084;4423203;32742683
611	[32408470]	18450716	18450716;10463997;43192375	18450716;10463997;43192375;5106691;20532591
612	[9638032]	9638032	9638032;16056410;2335873	9638032;16056410;2335873;16090672;18988265
614	[9638032]	9638032	9638032;18678095;28369117	9638032;18678095;28369117;20743803;36830715
615	[9638032]	9638032	9638032;18678095;28369117	9638032;18678095;28369117;20743803;36830715
616	[18670]	17911973	17911973;22317868;17917408	17911973;22317868;17917408;19541444;26848994
617	[18670]	17911973	17911973;22317868;17917408	17911973;22317868;17917408;19541444;26848994
618	[6836086]	24541180	24541180;4346436;16939583	24541180;4346436;16939583;31543713;8903143
620	[2565138]	5500086	5500086;39481265;3619931	5500086;39481265;3619931;2296264;10703001
621	[1642727]	1642727	1642727;7239105;10190462	1642727;7239105;10190462;10010651;13083189
622	[17000834]	25599283	25599283;17000834;22843838	25599283;17000834;22843838;13870943;24557631
624	[20033112]	20033112	20033112;16826810;87430549	20033112;16826810;87430549;23418635;4416964
625	[20033112]	20033112	20033112;16826810;87430549	20033112;16826810;87430549;3756384;23418635
626	[16355392]	16355392	16355392;28207326;26089649	16355392;28207326;26089649;14171859;38143689
631	[5468807]	9211173	9211173;5468807;25452937	9211173;5468807;25452937;2242416;5991309
632	[5172048]	5172048	5172048;9507605;23393712	5172048;9507605;23393712;3727986;1676568
633	[5172048]	5172048	5172048;9507605;1800734	5172048;9507605;1800734;23393712;1676568
635	[1686997]	1686997	1686997;1897324;21931005	1686997;1897324;21931005;3419709;31591262
638	[25649714]	31019903	31019903;25649714;6129301	31019903;25649714;6129301;29845974;20491205
640	[6503185]	40900567	40900567;7486516;2460304	40900567;7486516;2460304;37205685;1852826
642	[13619127]	13619127	13619127;8868863;23377475	13619127;8868863;23377475;22530842;22635278
643	[15535511]	1070920	1070920;32611468;15535511	1070920;32611468;15535511;2481032;24872571
645	[12810152]	11705328	11705328;21636085;19278208	11705328;21636085;19278208;12810152;5152028
646	[12810152]	11705328	11705328;21636085;19278208	11705328;21636085;19278208;12810152;5152028
647	[15041758]	42095718	42095718;25104843;24625323	42095718;25104843;24625323;44830890;24276304
648	[15041758]	15041758	15041758;42095718;24625323	15041758;42095718;24625323;44830890;24276304
650	[12789595]	7034001	7034001;14319754;9278263	7034001;14319754;9278263;6079486;12265561
651	[9433958]	10559501	10559501;12885341;34287602	10559501;12885341;34287602;38376189;17231273
652	[9433958]	10559501	10559501;12885341;34287602	10559501;12885341;34287602;38376189;17231273
653	[24384587]	6853699	6853699;24384587;17421851	6853699;24384587;17421851;25050364;7736860
654	[57574395]	37450671	37450671;8065561;46266579	37450671;8065561;46266579;4361990;20943272
655	[57574395]	37450671	37450671;8065561;46266579	37450671;8065561;46266579;4361990;20943272
657	[8533245]	8533245	8533245;14920021;15716328	8533245;14920021;15716328;9164724;37643601
658	[5293024]	5293024	5293024;27466734;6793674	5293024;27466734;6793674;6327940;16233471
661	[37204802]	37204802	37204802;778436;40901687	37204802;778436;40901687;28243325;2316374
662	[37204802]	37204802	37204802;40901687;3230361	37204802;40901687;3230361;12172346;350542
663	[22080671]	7711685	7711685;22080671;13007205	7711685;22080671;13007205;7808055;9675944
665	[12580014]	12580014	12580014;8354687;34735369	12580014;8354687;34735369;29429111;44724517
666	[4469125]	25969485	25969485;1070920;4469125	25969485;1070920;4469125;45154987;41925568
667	[6493422]	14386505	14386505;22973574;6493422	14386505;22973574;6493422;44801733;219475
668	[6493422, 25148216]	14386505	14386505;26873988;22973574	14386505;26873988;22973574;18489989;5508750
669	[6493422, 25148216]	14386505	14386505;26873988;22973574	14386505;26873988;22973574;18489989;5508750
670	[5573975]	25928548	25928548;38727075;11428884	25928548;38727075;11428884;5409325;10017612
671	[5573975]	25928548	25928548;38727075;11428884	25928548;38727075;11428884;5409325;3984231
672	[15635366]	15635366	15635366;1791637;9993008	15635366;1791637;9993008;6536598;4418582
673	[2095573]	2095573	2095573;13290521;16233471	2095573;13290521;16233471;7454794;919007
676	[857189]	13398997	13398997;14893425;11250124	13398997;14893425;11250124;8708082;12074066
677	[857189]	13398997	13398997;14893425;11250124	13398997;14893425;11250124;13952658;25726838
679	[13639330]	4393153	4393153;4411760;13072112	4393153;4411760;13072112;12149169;13777706
680	[9315213]	21232018	21232018;5939172;26341063	21232018;5939172;26341063;581832;7150238
681	[9315213]	17421851	17421851;4890578;22080671	17421851;4890578;22080671;970012;40349336
682	[9315213]	40349336	40349336;3623127;6227220	40349336;3623127;6227220;7150238;1840993
683	[9315213]	17421851	17421851;4890578;22080671	17421851;4890578;22080671;970012;19332616
685	[4452659]	25623469	25623469;34747208;25036988	25623469;34747208;25036988;40760684;28468276
686	[4452659]	797114	797114;34747208;14835068	797114;34747208;14835068;25036988;1991105
687	[4452659]	25623469	25623469;34747208;25036988	25623469;34747208;25036988;26993601;38528892
688	[4452659]	25623469	25623469;34747208;25036988	25623469;34747208;25036988;40760684;28468276
689	[22080671]	15337254	15337254;2853291;15491308	15337254;2853291;15491308;24766509;104130
694	[1071991]	1071991	1071991;35256900;37444589	1071991;35256900;37444589;11020556;1933281
696	[16355392]	16355392	16355392;41298619;23377475	16355392;41298619;23377475;14753395;4429118
698	[22544171]	15692098	15692098;22544171;31324978	15692098;22544171;31324978;12631697;53779698
703	[4350400]	435529	435529;8536018;20402596	435529;8536018;20402596;1354567;5849439
704	[14658685]	18276599	18276599;12669325;16364639	18276599;12669325;16364639;4324278;28243325
705	[22442133]	22442133	22442133;20672596;23388442	22442133;20672596;23388442;24269361;21636085
709	[22442133]	22442133	22442133;20672596;23388442	22442133;20672596;23388442;24269361;11705328
710	[22442133]	22442133	22442133;20672596;23388442	22442133;20672596;23388442;24269361;11705328
713	[18421962]	45143088	45143088;2000038;28598374	45143088;2000038;28598374;21232018;13613916
714	[18421962]	45143088	45143088;2000038;13613916	45143088;2000038;13613916;16550075;21363424
717	[17587795]	18895793	18895793;8502193;13790144	18895793;8502193;13790144;29877890;17587795
724	[5531479]	5531479	5531479;18575183;5914739	5531479;18575183;5914739;9878167;3330111
726	[7521113, 36444198]	25148216	25148216;7489663;36444198	25148216;7489663;36444198;8317408;34469966
730	[13400643]	3230361	3230361;8548635;13400643	3230361;8548635;13400643;7426741;4387494
732	[34469966]	8317408	8317408;34469966;10648422	8317408;34469966;10648422;9196472;25148216
733	[34469966]	8317408	8317408;34469966;10648422	8317408;34469966;10648422;9196472;25148216
734	[4961038]	4961038	4961038;6407356;3684342	4961038;6407356;3684342;31324978;21891856
736	[5389095]	24335068	24335068;5389095;22972632	24335068;5389095;22972632;10669582;3034412
737	[16562534, 6609935]	6609935	6609935;34735369;4417558	6609935;34735369;4417558;15491404;36345185
738	[16562534, 6609935, 33912020]	6609935	6609935;34735369;4417558	6609935;34735369;4417558;15491404;36345185
739	[4446814]	46266579	46266579;1546650;20943272	46266579;1546650;20943272;18346333;7729656
740	[23078022]	23078022	23078022;83308790;7046487	23078022;83308790;7046487;1499964;13916951
745	[11291348]	12225214	12225214;6422576;21307488	12225214;6422576;21307488;29557235;24725136
746	[11291348]	11291348	11291348;12225214;6422576	11291348;12225214;6422576;21307488;29557235
747	[11291348]	952111	952111;12225214;6422576	952111;12225214;6422576;29557235;24725136
748	[11291348]	952111	952111;12225214;6422576	952111;12225214;6422576;29557235;24725136
749	[13868795]	36271512	36271512;33499189;24998637	36271512;33499189;24998637;18041692;22210434
751	[19800147]	19800147	19800147;14692646;4435369	19800147;14692646;4435369;7764903;3588621
752	[19800147]	19800147	19800147;4362729;9559146	19800147;4362729;9559146;1241113;28704738
753	[1173667]	2264455	2264455;15237660;32390525	2264455;15237660;32390525;37248570;17433284
755	[17844478]	7451018	7451018;31439189;5500086	7451018;31439189;5500086;40667577;12705056
757	[17123657]	33499189	33499189;13578199;2617858	33499189;13578199;2617858;2714623;6190603
758	[14195528]	3095620	3095620;1391126;30351165	3095620;1391126;30351165;27815697;15669393
760	[1805641]	10617916	10617916;1805641;13948920	10617916;1805641;13948920;12409683;18074797
761	[10009203]	33986200	33986200;1964163;980008	33986200;1964163;980008;41644178;8698208
762	[4695046]	27024392	27024392;24414345;35087728	27024392;24414345;35087728;15048300;5824985
764	[7552215]	4345757	4345757;15790930;33918970	4345757;15790930;33918970;29025270;19307912
765	[7552215]	4345757	4345757;37578311;38410121	4345757;37578311;38410121;33918970;29025270
766	[7552215]	4345757	4345757;37578311;38410121	4345757;37578311;38410121;33918970;29025270
767	[2488880]	11721286	11721286;17124832;11630388	11721286;17124832;11630388;3552753;24082820
771	[15476777]	2492146	2492146;15476777;20606520	2492146;15476777;20606520;7165938;12074066
772	[24922825]	23915841	23915841;24922825;6077214	23915841;24922825;6077214;7177329;3566945
774	[32275758]	13025574	13025574;11569583;23698769	13025574;11569583;23698769;39758684;12552297
776	[32275758]	13025574	13025574;11569583;23698769	13025574;11569583;23698769;39758684;12552297
777	[32275758]	13025574	13025574;11569583;23698769	13025574;11569583;23698769;39758684;12552297
778	[13001323]	41120293	41120293;120626;597790	41120293;120626;597790;40090058;13001323
779	[13001323]	41120293	41120293;120626;597790	41120293;120626;597790;40090058;13001323
780	[8246922, 24338780]	8246922	8246922;39084565;24338780	8246922;39084565;24338780;7115651;854417
782	[8246922]	72159	72159;40632104;43014661	72159;40632104;43014661;39539647;21878751
787	[4740447]	4740447	4740447;6426919;34498325	4740447;6426919;34498325;25014337;8065561
788	[4740447]	4740447	4740447;6426919;34498325	4740447;6426919;34498325;25014337;8065561
789	[15493354]	22647695	22647695;12742164;14893428	22647695;12742164;14893428;43990286;6325527
790	[15493354]	3672261	3672261;22647695;16669757	3672261;22647695;16669757;13952658;21535641
791	[15984735]	38369817	38369817;32328114;18256197	38369817;32328114;18256197;14566771;15984735
792	[3610080]	3610080	3610080;20188586;3662510	3610080;20188586;3662510;15879544;35087728
795	[8551160]	4399311	4399311;5094468;8551160	4399311;5094468;8551160;935034;13651792
797	[8551160]	4399311	4399311;5094468;8551160	4399311;5094468;8551160;13651792;15535511
798	[8551160]	5094468	5094468;19079491;4399311	5094468;19079491;4399311;44572913;8551160
799	[5293024]	5293024	5293024;27466734;6793674	5293024;27466734;6793674;6327940;16233471
801	[22180793]	22180793	22180793;14131683;8512633	22180793;14131683;8512633;36642096;27907205
802	[22180793]	22180793	22180793;36642096;27907205	22180793;36642096;27907205;26038789;7986878
803	[22180793]	22180793	22180793;14131683;8512633	22180793;14131683;8512633;36642096;27907205
804	[22180793]	22180793	22180793;36642096;27907205	22180793;36642096;27907205;26038789;26108767
807	[36606083]	12641252	12641252;36606083;8654183	12641252;36606083;8654183;2841164;36180468
810	[13513790]	7239105	7239105;38296571;10795340	7239105;38296571;10795340;21891856;39776978
812	[19799455]	6492658	6492658;36357627;39174007	6492658;36357627;39174007;22972632;15669393
813	[33387953]	21551568	21551568;25365522;13411519	21551568;25365522;13411519;33387953;34016944
815	[8148304]	8148304	8148304;23604601;4393153	8148304;23604601;4393153;13931771;236204
816	[8148304]	8148304	8148304;23604601;4393153	8148304;23604601;4393153;13931771;236204
817	[17814815]	9580772	9580772;31154082;2601324	9580772;31154082;2601324;16737163;3788528
818	[17814815]	23746332	23746332;2601324;16737163	23746332;2601324;16737163;3788528;11369420
822	[15319019]	15319019	15319019;43311750;8698208	15319019;43311750;8698208;10574949;2319305
825	[15319019]	15319019	15319019;834336;2319305	15319019;834336;2319305;33387953;6421792
826	[4678846]	140098548	140098548;3430789;24998764	140098548;3430789;24998764;21369472;8318922
828	[4678846]	14584755	14584755;6157837;6397191	14584755;6157837;6397191;27428509;26199970
835	[15928989]	24998637	24998637;13290521;25263942	24998637;13290521;25263942;919007;18734652
838	[15928989]	2423940	2423940;20649327;19799455	2423940;20649327;19799455;2095573;7662206
840	[15663829]	15663829	15663829;3912660;12451492	15663829;3912660;12451492;68317730;43014661
841	[15663829]	15663829	15663829;3912660;12451492	15663829;3912660;12451492;68317730;8708082
844	[17741440]	29399239	29399239;9878167;30041340	29399239;9878167;30041340;17967608;43054703
846	[22696649]	883747	883747;4423401;21439640	883747;4423401;21439640;5386514;7948486
848	[14500725]	14500725	14500725;25953438;34818263	14500725;25953438;34818263;3662510;18268012
853	[24922825]	8063697	8063697;23915841;6077214	8063697;23915841;6077214;7177329;3566945
854	[12206390]	12206390	12206390;3801693;44660616	12206390;3801693;44660616;10692948;6387956
855	[8190282]	8190282	8190282;40867854;38735355	8190282;40867854;38735355;3272084;14361849
856	[43334921]	25121903	25121903;6407356;7852582	25121903;6407356;7852582;53033275;3866315
857	[43334921]	6407356	6407356;6219790;28107602	6407356;6219790;28107602;20428155;3866315
858	[1982286]	1982286	1982286;12315072;8385277	1982286;12315072;8385277;22049489;31200375
860	[16066726]	41913714	41913714;3475317;30152134	41913714;3475317;30152134;38830961;4932668
861	[16066726]	41913714	41913714;3475317;30152134	41913714;3475317;30152134;38830961;4932668
863	[20568364, 16361581]	16790253	16790253;17917408;20568364	16790253;17917408;20568364;16361581;28206748
866	[37822406]	3883485	3883485;37822406;4457834	3883485;37822406;4457834;16287725;7492420
867	[14340571]	14340571	14340571;11884292;43619625	14340571;11884292;43619625;12236208;1022115
871	[195689316]	37029185	37029185;20606520;42913391	37029185;20606520;42913391;4345757;24988745
876	[195689316]	37029185	37029185;20606520;42913391	37029185;20606520;42913391;4345757;24988745
877	[313394]	6955746	6955746;3099497;2575938	6955746;3099497;2575938;3095620;36860856
881	[14803797]	6793674	6793674;6327940;35962023	6793674;6327940;35962023;14803797;41310252
883	[14803797]	6793674	6793674;6327940;35962023	6793674;6327940;35962023;14803797;41310252
884	[14803797]	6793674	6793674;12709184;71341302	6793674;12709184;71341302;5687200;35962023
885	[6477536]	6477536	6477536;27150276;34139429	6477536;27150276;34139429;7098463;24159217
886	[6477536]	6477536	6477536;27150276;34139429	6477536;27150276;34139429;7098463;24159217
890	[2097256]	18816720	18816720;4561402;10300888	18816720;4561402;10300888;42387637;39559521
891	[2097256]	18816720	18816720;10300888;42387637	18816720;10300888;42387637;39559521;17454301
893	[13509809]	13509809	13509809;1386103;42865134	13509809;1386103;42865134;33507866;7666498
894	[14724693]	58050905	58050905;1044552;97884	58050905;1044552;97884;4530659;45096063
895	[18750453]	36653415	36653415;69045262;33135135	36653415;69045262;33135135;9310407;13441037
896	[14338915]	14338915	14338915;18988265;29564505	14338915;18988265;29564505;36831892;40935722
897	[14338915]	14338915	14338915;36831892;57574395	14338915;36831892;57574395;10641715;4410181
898	[13106686, 5572127]	19688024	19688024;44693226;10704438	19688024;44693226;10704438;43880096;38131471
899	[13106686, 5572127]	44693226	44693226;10704438;43880096	44693226;10704438;43880096;38131471;4391817
900	[18678095]	19957813	19957813;37362689;15561961	19957813;37362689;15561961;26658659;23100962
901	[6540064]	6540064	6540064;11868606;38551172	6540064;11868606;38551172;5993745;15559582
902	[10648422]	10648422	10648422;52180874;25141908	10648422;52180874;25141908;21498497;8979167
908	[6923961]	6923961	6923961;2242416;38131471	6923961;2242416;38131471;24974080;7975937
909	[11254556]	11254556	11254556;10017612;37205759	11254556;10017612;37205759;52805891;14188138
910	[11254556]	21257564	21257564;20492020;10017612	21257564;20492020;10017612;37205759;52805891
912	[11254556]	21257564	21257564;20492020;10017612	21257564;20492020;10017612;33507866;11401602
916	[18037805]	23342845	23342845;46153874;87337034	23342845;46153874;87337034;16016673;17173492
917	[34071621]	24294572	24294572;34071621;28243325	24294572;34071621;28243325;778436;4324278
919	[16422880]	16422880	16422880;44562904;46617075	16422880;44562904;46617075;7852582;7639744
923	[17077004]	17077004	17077004;11230569;22227889	17077004;11230569;22227889;44562058;23531592
925	[17077004]	17077004	17077004;36202354;38793927	17077004;36202354;38793927;24596228;44562058
926	[16390264]	17844478	17844478;9167230;16390264	17844478;9167230;16390264;4346731;24408040
927	[16390264]	17844478	17844478;9167230;16390264	17844478;9167230;16390264;4346731;24408040
928	[18174210]	18174210	18174210;37205685;25938221	18174210;37205685;25938221;2460304;10617916
929	[18174210]	18174210	18174210;37205685;2460304	18174210;37205685;2460304;25938221;4336849
930	[16056514]	16056514	16056514;4695046;5260382	16056514;4695046;5260382;20764484;32357890
933	[14711483]	14711483	14711483;46437558;10761515	14711483;46437558;10761515;6993046;23908217
934	[8563659]	8563659	8563659;28821565;46451940	8563659;28821565;46451940;20610390;44562058
935	[5483793]	5483793	5483793;19510470;37182501	5483793;19510470;37182501;32906513;42421723
938	[26231129]	1921218	1921218;25589047;29981186	1921218;25589047;29981186;6421792;5649538
939	[26231129]	9929089	9929089;25515662;26491450	9929089;25515662;26491450;23420807;35884026
940	[12258338]	12258338	12258338;13843341;11254040	12258338;13843341;11254040;31612088;38799797
941	[12258338]	12258338	12258338;13843341;11254040	12258338;13843341;11254040;31612088;38799797
942	[11527199]	24825841	24825841;8190282;24724242	24825841;8190282;24724242;11344428;11527199
944	[1642727]	1642727	1642727;7239105;10190462	1642727;7239105;10190462;10010651;13083189
945	[8428935, 26112696, 4463588, 13083189]	18537148	18537148;154243324;10010651	18537148;154243324;10010651;13083189;12205576
946	[8428935, 26112696, 4463588, 13083189]	18537148	18537148;154243324;10010651	18537148;154243324;10010651;13083189;12205576
949	[13578199]	18895793	18895793;13613916;28783084	18895793;13613916;28783084;10010651;13083189
951	[21414718]	26047921	26047921;26297042;18041692	26047921;26297042;18041692;1241113;1379127
952	[3355397]	3355397	3355397;31439189;27167110	3355397;31439189;27167110;308862;6790197
953	[3355397]	3355397	3355397;9831859;7317051	3355397;9831859;7317051;19683625;4457160
954	[3355397]	3355397	3355397;31439189;27167110	3355397;31439189;27167110;308862;6790197
955	[2078658, 30507607]	9732010	9732010;2151983;4896726	9732010;2151983;4896726;14555750;4418582
959	[8780599]	25355575	25355575;8780599;70704988	25355575;8780599;70704988;43128141;10010651
962	[13931771, 935538, 4306711]	13931771	13931771;935538;20018321	13931771;935538;20018321;16242975;4306711
963	[4162857, 29828242]	10423989	10423989;29828242;4162857	10423989;29828242;4162857;35448676;20374609
964	[4162857, 29828242]	10423989	10423989;29828242;4162857	10423989;29828242;4162857;35448676;20374609
965	[40817021]	2820454	2820454;37037012;40631095	2820454;37037012;40631095;37029185;1122279
969	[19356271, 17368516]	9875570	9875570;8577229;19974105	9875570;8577229;19974105;15077696;41314611
970	[19356271, 17368516]	9875570	9875570;8577229;19974105	9875570;8577229;19974105;15077696;41314611
972	[46695481, 27873158, 28617573, 9764256]	829646	829646;27873158;6561200	829646;27873158;6561200;27446873;9764256
973	[27446873, 27873158, 28617573, 9764256]	27873158	27873158;27446873;829646	27873158;27446873;829646;6561200;9764256
976	[5304891]	11156883	11156883;25315295;2391552	11156883;25315295;2391552;6407356;29509926
977	[14075252, 39264456]	6944800	6944800;25315295;27403802	6944800;25315295;27403802;25726838;18375089
978	[14075252]	25315295	25315295;25726838;8133180	25315295;25726838;8133180;1866911;29509926
979	[11659421]	11659421	11659421;19912367;87430549	11659421;19912367;87430549;22544171;4416964
980	[20128547]	41822527	41822527;4447055;20128547	41822527;4447055;20128547;32665136;2335873
984	[6828370]	16346504	16346504;16201748;6828370	16346504;16201748;6828370;25263810;29429111
988	[3033830]	1383826	1383826;4423220;21479575	1383826;4423220;21479575;35448676;12207340
989	[9988425]	16375102	16375102;4459491;12800122	16375102;4459491;12800122;36637129;3619372
990	[16472469]	16472469	16472469;18263406;4401289	16472469;18263406;4401289;4444861;2758012
992	[16472469]	4767806	4767806;39758684;15926408	4767806;39758684;15926408;8774475;11569583
994	[16472469]	6710699	6710699;16644043;13791206	6710699;16644043;13791206;12086599;38252314
996	[16472469]	12909503	12909503;39225849;27840664	12909503;39225849;27840664;38131471;5273056
997	[16472469]	44172171	44172171;20420780;25462689	44172171;20420780;25462689;1941721;10874408
998	[16472469]	20420780	20420780;25462689;1941721	20420780;25462689;1941721;10874408;21793890
999	[16472469]	6710699	6710699;16644043;13791206	6710699;16644043;13791206;12086599;38252314
1000	[16472469]	26607366	26607366;18263406;6386930	26607366;18263406;6386930;4401289;25842866
1001	[5702790]	4343811	4343811;5702790;13290521	4343811;5702790;13290521;21257564;12438901
1002	[13639330]	3230557	3230557;778436;25050969	3230557;778436;25050969;36271512;13011249
1003	[14332945, 4319844, 4899981]	8577229	8577229;14332945;9875570	8577229;14332945;9875570;4319844;9291596
1004	[301838, 2734421, 3952288]	20155713	20155713;3952288;24828165	20155713;3952288;24828165;39128592;10162553
1005	[301838, 2734421, 3952288]	20155713	20155713;3952288;24828165	20155713;3952288;24828165;301838;39128592
1006	[4926049]	4926049	4926049;7848113;213017	4926049;7848113;213017;36816310;4429668
1008	[2547636]	12580014	12580014;25853741;19343151	12580014;25853741;19343151;14408200;14105446
1009	[1982286]	1982286	1982286;12315072;8385277	1982286;12315072;8385277;22049489;29073751
1011	[9745001]	9745001	9745001;43122426;26026009	9745001;43122426;26026009;6751418;37912677
1015	[6277638]	6277638	6277638;22038539;797114	6277638;22038539;797114;44562904;1227277
1016	[6277638]	6277638	6277638;1227277;1974176	6277638;1227277;1974176;10790846;116792
1018	[11603066]	39859981	39859981;24185667;12030318	39859981;24185667;12030318;20054396;6121555
1023	[16927286]	16927286	16927286;9505448;24521894	16927286;9505448;24521894;2479538;8698857
1025	[32408470]	18450716	18450716;10463997;43192375	18450716;10463997;43192375;5106691;20532591
1026	[3113630]	22185730	22185730;3113630;29806339	22185730;3113630;29806339;11291348;6157371
1027	[3113630]	22185730	22185730;3113630;29806339	22185730;3113630;29806339;6157371;8417211
1028	[13923140, 11899391]	8708082	8708082;5567005;13923140	8708082;5567005;13923140;2388819;44387884
1030	[6441369]	6441369	6441369;4462419;23418635	6441369;4462419;23418635;4416964;87430549
1031	[12486491]	12486491	12486491;13763195;14874811	12486491;13763195;14874811;45875990;4362729
1032	[6836086]	24541180	24541180;4346436;16939583	24541180;4346436;16939583;31543713;8903143
1033	[6836086]	24541180	24541180;4346436;16939583	24541180;4346436;16939583;31543713;8903143
1034	[4547102]	4547102	4547102;12100854;7426741	4547102;12100854;7426741;15803282;21380232
1035	[4547102]	4547102	4547102;12100854;7426741	4547102;12100854;7426741;15803282;21380232
1036	[4547102]	37822406	37822406;15803282;4380451	37822406;15803282;4380451;22490293;86129154
1037	[16287725]	4380451	4380451;16287725;2853685	4380451;16287725;2853685;3583084;29125354
1038	[16287725]	4380451	4380451;16287725;2853685	4380451;16287725;2853685;3583084;29125354
1040	[25254425, 16626264]	9451052	9451052;15778034;5966635	9451052;15778034;5966635;17518195;25254425
1042	[17421851]	778436	778436;2405259;7711685	778436;2405259;7711685;13108582;35764259
1043	[17671145]	17671145	17671145;37256966;14116046	17671145;37256966;14116046;8512633;25830701
1044	[22500262]	22500262	22500262;11565780;21622715	22500262;11565780;21622715;20602517;4587978
1045	[22500262]	22500262	22500262;11565780;8868863	22500262;11565780;8868863;21622715;5785219
1046	[418246, 4324278, 16712164]	13915464	13915464;11420613;36904081	13915464;11420613;36904081;5107861;4407318
1047	[14706752]	368506	368506;41913714;13552682	368506;41913714;13552682;12486491;18956141
1048	[12486491]	24737389	24737389;5567223;11935250	24737389;5567223;11935250;3823862;24450344
1050	[19878070]	26000593	26000593;19878070;11246427	26000593;19878070;11246427;35008773;31304956
1052	[18816720]	2097256	2097256;3716075;18816720	2097256;3716075;18816720;6766459;17454301
1053	[18816720]	2097256	2097256;3716075;18816720	2097256;3716075;18816720;6766459;17454301
1054	[10072941]	10072941	10072941;43417006;40790033	10072941;43417006;40790033;46277811;4445629
1055	[13906581]	39300105	39300105;2276126;38664102	39300105;2276126;38664102;13906581;2032877
1056	[4200695]	42950029	42950029;44586415;38493521	42950029;44586415;38493521;37037012;2820454
1058	[13027590]	13027590	13027590;32462603;14724693	13027590;32462603;14724693;5586392;26445118
1065	[20418809]	20418809	20418809;19204979;20186814	20418809;19204979;20186814;2533768;7602348
1067	[4429668]	15659108	15659108;20943272;7549811	15659108;20943272;7549811;4427060;13921783
1068	[4429668]	15659108	15659108;20943272;7549811	15659108;20943272;7549811;4427060;13921783
1069	[4200695]	38493521	38493521;37037012;2820454	38493521;37037012;2820454;69045262;25301182
1070	[25649714]	31019903	31019903;33135135;154243324	31019903;33135135;154243324;25493293;25649714
1072	[4824840]	4824840	4824840;21009874;52827184	4824840;21009874;52827184;25121903;17023584
1073	[4824840]	4824840	4824840;21009874;52827184	4824840;21009874;52827184;25121903;17023584
1074	[14658685]	23244529	23244529;4434951;13759726	23244529;4434951;13759726;4392608;20935673
1075	[14658685]	23244529	23244529;4434951;13759726	23244529;4434951;13759726;4392608;20935673
1081	[5691302]	6309659	6309659;9555784;38551172	6309659;9555784;38551172;19205326;5487448
1084	[5691302]	37578311	37578311;37619697;5691302	37578311;37619697;5691302;14606752;13883546
1085	[5691302]	12130200	12130200;34054472;32159283	12130200;34054472;32159283;5085118;10576136
